Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE,Order_ID,Order_Date,Order_Value,Order_Due_Date,Order_Status,Billing_Date,Payment_Date,Downtime_Minutes,Downtime_Hours,Downtime_Reason,MTBF,MTTR,Fulfillment_Status,Fulfillment_Days
2023-04-16,P02,Chennai,M009,Grinder,Suspension,Morning,829,298440,893,95,93,96,76.12,ORD4850,2023-04-15,577920,2023-04-22,Produced,,,12,0.2,Mechanical Failure,183,35,Delayed,10
2023-04-16,P02,Chennai,M010,Welder,Transmission,Morning,934,375468,1014,98,97,97,84.98,,,,,,,,44,0.733333333,Tool Change,133,44,,
2023-04-16,P02,Chennai,M011,Press,Brakes,Night,923,376584,1011,83,88,96,57.07,ORD4851,2023-04-09,231606,2023-04-15,Billed,2023-04-14,,55,0.916666667,Material Shortage,184,38,OnTime,7
2023-04-16,P02,Chennai,M012,CNC,Exhaust,Night,787,287255,806,79,86,97,65.61,,,,,,,,17,0.283333333,Software Issue,190,32,,
2023-04-16,P02,Chennai,M013,Grinder,Brakes,Morning,1183,421148,1177,86,86,99,65.9,,,,,,,,47,0.783333333,Electrical Fault,142,21,,
2023-04-16,P02,Chennai,M014,Drill,Chassis,Morning,993,408123,1099,91,90,97,65.65,ORD4852,2023-04-14,353843,2023-04-19,Produced,,,52,0.866666667,Mechanical Failure,152,32,Delayed,10
2023-04-16,P02,Chennai,M015,Lathe,Suspension,Morning,1031,374253,1004,97,95,99,87.02,,,,,,,,42,0.7,Quality Check,101,16,,
2023-04-16,P02,Chennai,M016,Press,Transmission,Morning,699,268416,812,90,93,96,69.47,,,,,,,,55,0.916666667,Operator Error,156,18,,
2023-04-16,P02,Chennai,M017,CNC,Exhaust,Night,1081,409699,1041,75,88,98,61.77,,,,,,,,40,0.666666667,Preventive Maintenance,105,36,,
2023-04-16,P02,Chennai,M018,Milling,Chassis,Morning,1176,449232,1183,92,93,97,75.3,,,,,,,,55,0.916666667,Quality Check,183,41,,
2023-04-16,P02,Chennai,M019,Milling,Transmission,Morning,859,302368,905,90,92,97,73.18,,,,,,,,58,0.966666667,Calibration,129,15,,
2023-04-16,P02,Chennai,M020,Drill,Chassis,Night,1093,385829,1082,77,79,98,54.14,,,,,,,,31,0.516666667,Tool Change,186,20,,
2023-04-16,P02,Chennai,M021,Lathe,Brakes,Night,1132,402992,1176,79,79,98,59.01,ORD4853,2023-04-12,464391,2023-04-18,Paid,2023-04-15,2023-04-18,17,0.283333333,Preventive Maintenance,123,30,OnTime,4
2023-04-16,P02,Chennai,M022,Press,Chassis,Morning,1051,376258,1116,88,85,97,60.05,ORD4854,2023-04-14,332989,2023-04-19,Paid,2023-04-14,2023-04-20,60,1,Electrical Fault,171,20,OnTime,2
2023-04-16,P02,Chennai,M023,Press,Brakes,Night,951,371841,1029,76,83,96,50.38,,,,,,,,49,0.816666667,Electrical Fault,109,36,,
2023-04-16,P02,Chennai,M024,Grinder,Brakes,Morning,1134,442260,1093,95,89,96,77.14,,,,,,,,32,0.533333333,Mechanical Failure,192,23,,
2023-04-16,P02,Chennai,M025,Drill,Engine Parts,Morning,1108,464252,1187,93,85,99,76.83,,,,,,,,16,0.266666667,Power Outage,110,29,,
2023-04-16,P03,Gurgaon,M001,Press,Suspension,Night,1161,452790,1117,78,79,98,60.32,,,,,,,,11,0.183333333,Calibration,128,22,,
2023-04-16,P03,Gurgaon,M002,Press,Suspension,Morning,919,326245,927,98,97,96,83.01,,,,,,,,56,0.933333333,Power Outage,120,17,,
2023-04-16,P03,Gurgaon,M003,Welder,Exhaust,Night,1027,369720,1071,89,92,98,76.14,ORD4855,2023-04-09,524092,2023-04-19,Processing,,,48,0.8,Quality Check,129,33,Delayed,11
2023-04-16,P03,Gurgaon,M004,Grinder,Suspension,Night,886,368576,850,76,81,96,58.05,,,,,,,,10,0.166666667,Quality Check,100,27,,
2023-04-16,P03,Gurgaon,M005,Welder,Suspension,Morning,730,284700,839,97,89,96,75.13,,,,,,,,39,0.65,Calibration,136,16,,
2023-04-16,P03,Gurgaon,M006,Drill,Chassis,Night,990,347490,1137,75,79,96,52.45,,,,,,,,41,0.683333333,Power Outage,165,17,,
2023-04-16,P03,Gurgaon,M007,Press,Brakes,Morning,725,300875,807,95,89,98,79.47,ORD4856,2023-04-14,523629,2023-04-23,Processing,,,41,0.683333333,Calibration,148,40,Delayed,9
2023-04-16,P03,Gurgaon,M008,Milling,Engine Parts,Night,1007,408842,1080,77,87,96,57.76,,,,,,,,55,0.916666667,Software Issue,158,32,,
2023-04-16,P03,Gurgaon,M009,Drill,Suspension,Night,868,309876,910,87,86,97,63.98,,,,,,,,12,0.2,Calibration,190,17,,
2023-04-16,P03,Gurgaon,M010,Grinder,Suspension,Night,785,278675,860,86,86,98,66.8,,,,,,,,26,0.433333333,Electrical Fault,111,22,,
2023-04-16,P03,Gurgaon,M011,Drill,Brakes,Morning,959,351953,966,96,92,97,72.47,ORD4857,2023-04-12,400090,2023-04-21,Processing,,,46,0.766666667,Operator Error,145,41,Delayed,11
2023-04-16,P03,Gurgaon,M012,Press,Engine Parts,Morning,929,336298,899,86,85,98,61.79,,,,,,,,21,0.35,Operator Error,170,25,,
2023-04-16,P03,Gurgaon,M013,Lathe,Brakes,Morning,1053,401193,1095,85,87,98,68.16,,,,,,,,21,0.35,Material Shortage,107,27,,
2023-04-16,P03,Gurgaon,M014,Grinder,Suspension,Night,761,309727,841,77,85,97,51.76,,,,,,,,58,0.966666667,Mechanical Failure,164,36,,
2023-04-16,P03,Gurgaon,M015,Lathe,Exhaust,Night,1050,402150,1029,81,84,97,53.49,,,,,,,,53,0.883333333,Quality Check,192,32,,
2023-04-16,P03,Gurgaon,M016,Lathe,Brakes,Morning,1002,420840,1162,89,95,99,73.92,,,,,,,,27,0.45,Software Issue,185,36,,
2023-04-16,P03,Gurgaon,M017,Grinder,Exhaust,Morning,806,292578,846,87,90,97,69.12,,,,,,,,49,0.816666667,Quality Check,139,25,,
2023-04-16,P03,Gurgaon,M018,Press,Chassis,Morning,1227,456444,1193,89,88,96,71.71,,,,,,,,36,0.6,Preventive Maintenance,107,27,,
2023-04-16,P03,Gurgaon,M019,Grinder,Suspension,Night,1193,441410,1150,78,81,95,56.49,ORD4858,2023-04-13,246407,2023-04-22,Produced,,,44,0.733333333,Material Shortage,143,35,Delayed,12
2023-04-16,P03,Gurgaon,M020,Welder,Engine Parts,Morning,1055,428330,1021,97,91,98,86.51,ORD4859,2023-04-09,248903,2023-04-17,Processing,,,12,0.2,Tool Change,182,15,Delayed,17
2023-04-16,P03,Gurgaon,M021,Drill,Transmission,Night,995,386060,960,85,82,95,53.24,ORD4860,2023-04-11,547488,2023-04-16,Paid,2023-04-14,2023-04-16,59,0.983333333,Software Issue,154,17,OnTime,5
2023-04-16,P03,Gurgaon,M022,Welder,Suspension,Morning,811,292771,835,89,93,96,70.5,ORD4861,2023-04-09,237823,2023-04-14,Processing,,,58,0.966666667,Calibration,156,40,Delayed,12
2023-04-16,P03,Gurgaon,M023,Welder,Chassis,Morning,1064,391552,1071,97,95,96,80.17,,,,,,,,26,0.433333333,Preventive Maintenance,118,19,,
2023-04-16,P03,Gurgaon,M024,Drill,Brakes,Night,878,314324,842,90,79,96,65.51,ORD4862,2023-04-10,362215,2023-04-17,Billed,2023-04-13,,37,0.616666667,Electrical Fault,172,19,OnTime,6
2023-04-16,P03,Gurgaon,M025,Press,Exhaust,Morning,925,333925,935,98,85,99,78.24,,,,,,,,32,0.533333333,Calibration,103,45,,
2023-04-16,P04,Bengaluru,M001,Press,Suspension,Night,719,300542,839,78,89,98,64.11,,,,,,,,32,0.533333333,Software Issue,175,27,,
2023-04-16,P04,Bengaluru,M002,CNC,Transmission,Night,944,373824,1059,78,89,96,65.23,ORD4863,2023-04-14,517762,2023-04-23,Processing,,,14,0.233333333,Material Shortage,131,43,Delayed,12
2023-04-16,P04,Bengaluru,M003,Welder,Engine Parts,Morning,833,307377,810,94,94,98,82.3,,,,,,,,41,0.683333333,Tool Change,178,42,,
2023-04-16,P04,Bengaluru,M004,Press,Chassis,Night,1213,477922,1199,79,78,96,52.78,,,,,,,,49,0.816666667,Software Issue,110,37,,
2023-04-16,P04,Bengaluru,M005,Welder,Brakes,Morning,952,386512,1099,88,97,97,75.39,,,,,,,,35,0.583333333,Mechanical Failure,106,15,,
2023-04-16,P04,Bengaluru,M006,CNC,Exhaust,Morning,879,347205,854,85,92,99,73.58,,,,,,,,12,0.2,Software Issue,106,29,,
2023-04-16,P04,Bengaluru,M007,Drill,Engine Parts,Night,890,312390,872,79,89,96,57.86,ORD4864,2023-04-13,269509,2023-04-22,Billed,2023-04-15,,57,0.95,Operator Error,101,40,OnTime,3
2023-04-16,P04,Bengaluru,M008,Lathe,Exhaust,Morning,1168,455520,1140,98,88,99,76.81,ORD4865,2023-04-10,292027,2023-04-18,Produced,,,16,0.266666667,Mechanical Failure,107,22,Delayed,10
2023-04-16,P04,Bengaluru,M009,Drill,Brakes,Night,910,345800,870,76,80,97,49.22,,,,,,,,48,0.8,Quality Check,119,26,,
2023-04-16,P04,Bengaluru,M010,Welder,Brakes,Night,884,309400,1040,90,90,96,71.41,,,,,,,,16,0.266666667,Material Shortage,126,29,,
2023-04-16,P04,Bengaluru,M011,Milling,Exhaust,Morning,781,306152,812,88,95,98,72.13,,,,,,,,19,0.316666667,Software Issue,200,37,,
2023-04-16,P04,Bengaluru,M012,Grinder,Transmission,Morning,991,398382,983,86,89,98,67.16,,,,,,,,53,0.883333333,Operator Error,145,41,,
2023-04-16,P04,Bengaluru,M013,Grinder,Brakes,Night,884,340340,854,90,92,97,74.39,ORD4866,2023-04-09,317966,2023-04-18,Billed,2023-04-13,,43,0.716666667,Operator Error,153,20,OnTime,7
2023-04-16,P04,Bengaluru,M014,CNC,Exhaust,Morning,845,348140,948,96,97,97,81.52,,,,,,,,34,0.566666667,Quality Check,142,43,,
2023-04-16,P04,Bengaluru,M015,Lathe,Suspension,Night,933,368535,1023,82,83,97,58.46,,,,,,,,21,0.35,Electrical Fault,178,24,,
2023-04-16,P04,Bengaluru,M016,Lathe,Suspension,Night,1169,424347,1157,87,82,98,66.01,ORD4867,2023-04-11,467057,2023-04-18,Processing,,,20,0.333333333,Tool Change,183,25,Delayed,12
2023-04-16,P04,Bengaluru,M017,Lathe,Suspension,Night,1001,374374,1148,77,89,96,58.7,ORD4868,2023-04-11,421478,2023-04-20,Billed,2023-04-13,,47,0.783333333,Preventive Maintenance,181,20,OnTime,5
2023-04-16,P04,Bengaluru,M018,Milling,Suspension,Night,953,381200,968,85,82,98,62.47,,,,,,,,58,0.966666667,Electrical Fault,111,23,,
2023-04-16,P04,Bengaluru,M019,Press,Engine Parts,Night,959,398944,1082,88,88,95,60.69,ORD4869,2023-04-12,433431,2023-04-19,Shipped,,,51,0.85,Tool Change,124,17,OnTime,4
2023-04-16,P04,Bengaluru,M020,CNC,Brakes,Night,871,327496,955,82,79,96,58.39,ORD4870,2023-04-12,444401,2023-04-20,Processing,,,22,0.366666667,Preventive Maintenance,107,38,Delayed,13
2023-04-16,P04,Bengaluru,M021,Drill,Chassis,Night,791,325892,912,79,89,98,58.52,,,,,,,,38,0.633333333,Calibration,117,16,,
2023-04-16,P04,Bengaluru,M022,Lathe,Chassis,Night,1088,399296,1059,82,90,96,64.46,,,,,,,,60,1,Material Shortage,116,29,,
2023-04-16,P04,Bengaluru,M023,Press,Suspension,Night,959,356748,1101,81,88,98,60.9,,,,,,,,30,0.5,Material Shortage,175,15,,
2023-04-16,P04,Bengaluru,M024,Press,Transmission,Morning,772,316520,891,96,87,99,71.74,,,,,,,,43,0.716666667,Electrical Fault,171,20,,
2023-04-16,P04,Bengaluru,M025,Lathe,Transmission,Morning,864,324000,971,97,91,96,72.9,ORD4871,2023-04-09,557627,2023-04-17,Processing,,,42,0.7,Electrical Fault,105,20,Delayed,10
2023-04-16,P05,Delhi,M001,Grinder,Transmission,Night,995,387055,1007,83,86,95,58.96,,,,,,,,36,0.6,Power Outage,105,41,,
2023-04-16,P05,Delhi,M002,Drill,Suspension,Night,1020,413100,1190,85,88,98,67.5,,,,,,,,54,0.9,Operator Error,175,37,,
2023-04-16,P05,Delhi,M003,Lathe,Chassis,Night,756,279720,846,77,82,98,56.18,,,,,,,,60,1,Operator Error,177,25,,
2023-04-16,P05,Delhi,M004,Drill,Brakes,Night,1085,381920,1077,76,82,98,62.29,,,,,,,,14,0.233333333,Quality Check,163,42,,
2023-04-16,P05,Delhi,M005,Drill,Suspension,Morning,1185,459780,1165,85,92,97,65.63,ORD4872,2023-04-10,361117,2023-04-20,Billed,2023-04-15,,48,0.8,Electrical Fault,158,23,OnTime,6
2023-04-16,P05,Delhi,M006,Milling,Chassis,Morning,760,313880,847,85,90,99,67.26,ORD4873,2023-04-10,362999,2023-04-17,Produced,,,49,0.816666667,Quality Check,132,36,Delayed,12
2023-04-16,P05,Delhi,M007,Grinder,Chassis,Morning,716,297140,806,96,85,96,71.13,,,,,,,,59,0.983333333,Power Outage,131,41,,
2023-04-16,P05,Delhi,M008,Grinder,Engine Parts,Night,880,330000,995,82,89,96,59.38,ORD4874,2023-04-10,520898,2023-04-16,Billed,2023-04-14,,32,0.533333333,Mechanical Failure,123,28,OnTime,6
2023-04-16,P05,Delhi,M009,CNC,Engine Parts,Night,1003,377128,1057,84,82,95,55.84,ORD4875,2023-04-10,397140,2023-04-18,Billed,2023-04-15,,26,0.433333333,Tool Change,170,24,OnTime,6
2023-04-16,P05,Delhi,M010,Grinder,Exhaust,Morning,837,321408,815,85,90,97,67.26,ORD4876,2023-04-14,284625,2023-04-22,Produced,,,34,0.566666667,Mechanical Failure,197,16,Delayed,6
2023-04-16,P05,Delhi,M011,Milling,Engine Parts,Morning,842,309014,899,96,85,97,71.73,,,,,,,,21,0.35,Electrical Fault,195,31,,
2023-04-16,P05,Delhi,M012,CNC,Brakes,Morning,815,293400,915,85,87,98,70.67,,,,,,,,26,0.433333333,Quality Check,155,32,,
2023-04-16,P05,Delhi,M013,Milling,Transmission,Morning,926,384290,906,88,93,99,71.62,,,,,,,,57,0.95,Material Shortage,103,15,,
2023-04-16,P05,Delhi,M014,Milling,Brakes,Morning,877,358693,844,91,85,97,74.17,ORD4877,2023-04-12,350091,2023-04-22,Billed,2023-04-13,,20,0.333333333,Preventive Maintenance,159,31,OnTime,4
2023-04-16,P05,Delhi,M015,Grinder,Engine Parts,Night,1021,395127,1060,89,86,97,65.38,,,,,,,,48,0.8,Electrical Fault,117,44,,
2023-04-16,P05,Delhi,M016,CNC,Exhaust,Morning,1124,469832,1086,97,86,96,64.5,,,,,,,,60,1,Tool Change,133,27,,
2023-04-16,P05,Delhi,M017,Grinder,Suspension,Morning,1036,395752,1020,98,89,98,83.49,,,,,,,,23,0.383333333,Power Outage,116,45,,
2023-04-16,P05,Delhi,M018,Lathe,Brakes,Morning,1117,443449,1192,88,92,96,66.38,,,,,,,,40,0.666666667,Operator Error,114,22,,
2023-04-16,P05,Delhi,M019,Press,Brakes,Morning,994,414498,1085,85,92,99,67.13,ORD4878,2023-04-15,220035,2023-04-24,Shipped,,,36,0.6,Tool Change,167,44,OnTime,1
2023-04-16,P05,Delhi,M020,Welder,Suspension,Morning,935,389895,938,89,88,96,63.88,,,,,,,,54,0.9,Tool Change,151,36,,
2023-04-16,P05,Delhi,M021,Welder,Brakes,Morning,946,338668,947,93,97,99,77.97,ORD4879,2023-04-14,534992,2023-04-24,Paid,2023-04-13,2023-04-19,57,0.95,Software Issue,127,44,OnTime,2
2023-04-16,P05,Delhi,M022,Milling,Engine Parts,Night,1020,424320,978,80,80,98,54.23,,,,,,,,42,0.7,Electrical Fault,124,20,,
2023-04-16,P05,Delhi,M023,Grinder,Transmission,Morning,785,314000,812,92,97,99,75.9,,,,,,,,36,0.6,Electrical Fault,183,24,,
2023-04-16,P05,Delhi,M024,Press,Engine Parts,Night,878,335396,920,79,79,97,59.45,,,,,,,,26,0.433333333,Tool Change,119,32,,
2023-04-16,P05,Delhi,M025,Lathe,Suspension,Night,882,360738,1010,79,90,95,57.03,,,,,,,,58,0.966666667,Quality Check,178,44,,
2023-04-17,P01,Pune,M001,Milling,Engine Parts,Morning,921,342612,880,85,94,97,72.25,,,,,,,,34,0.566666667,Operator Error,151,19,,
2023-04-17,P01,Pune,M002,Drill,Chassis,Night,789,284040,887,85,84,98,66.89,,,,,,,,21,0.35,Preventive Maintenance,102,42,,
2023-04-17,P01,Pune,M003,Welder,Exhaust,Morning,849,323469,825,87,95,97,69.72,,,,,,,,44,0.733333333,Mechanical Failure,147,29,,
2023-04-17,P01,Pune,M004,Lathe,Chassis,Morning,932,356956,988,88,88,97,70.55,ORD4880,2023-04-10,250090,2023-04-16,Produced,,,43,0.716666667,Operator Error,194,41,Delayed,16
2023-04-17,P01,Pune,M005,Milling,Transmission,Morning,712,271984,1187,91,92,98,59.07,,,,,,,,207,3.45,Preventive Maintenance,134,39,,
2023-04-17,P01,Pune,M006,Welder,Suspension,Morning,1004,409632,996,97,94,98,79.19,ORD4881,2023-04-13,434920,2023-04-23,Paid,2023-04-14,2023-04-16,10,0.166666667,Software Issue,190,30,OnTime,4
2023-04-17,P01,Pune,M007,Welder,Suspension,Night,908,341408,871,80,87,97,61.21,ORD4882,2023-04-14,476877,2023-04-20,Billed,2023-04-15,,47,0.783333333,Power Outage,109,20,OnTime,3
2023-04-17,P01,Pune,M008,Press,Exhaust,Night,778,282414,857,80,81,98,64.31,,,,,,,,11,0.183333333,Software Issue,103,28,,
2023-04-17,P01,Pune,M009,Welder,Suspension,Night,1021,423715,1125,90,81,97,58.31,,,,,,,,48,0.8,Calibration,188,30,,
2023-04-17,P01,Pune,M010,Press,Engine Parts,Night,774,301086,872,90,86,95,65.29,ORD4883,2023-04-13,481144,2023-04-23,Paid,2023-04-14,2023-04-16,48,0.8,Calibration,166,29,OnTime,4
2023-04-17,P01,Pune,M011,Welder,Exhaust,Night,1179,464526,1190,76,78,97,50.2,ORD4884,2023-04-10,270701,2023-04-19,Billed,2023-04-16,,27,0.45,Quality Check,115,24,OnTime,7
2023-04-17,P01,Pune,M012,Press,Chassis,Morning,740,284900,821,92,89,96,71.4,,,,,,,,42,0.7,Software Issue,180,20,,
2023-04-17,P01,Pune,M013,Milling,Transmission,Morning,860,345720,945,91,88,99,72.19,,,,,,,,57,0.95,Power Outage,182,34,,
2023-04-17,P01,Pune,M014,Welder,Brakes,Night,951,339507,990,83,84,98,68.66,,,,,,,,14,0.233333333,Electrical Fault,148,45,,
2023-04-17,P01,Pune,M015,Welder,Brakes,Morning,745,297255,811,97,97,96,81.43,,,,,,,,22,0.366666667,Material Shortage,133,17,,
2023-04-17,P01,Pune,M016,Press,Engine Parts,Morning,1001,377377,1135,86,96,98,70.61,ORD4885,2023-04-15,528248,2023-04-22,Shipped,,,33,0.55,Power Outage,197,33,OnTime,2
2023-04-17,P01,Pune,M017,CNC,Exhaust,Morning,1099,392343,1107,96,91,96,83.68,ORD4886,2023-04-15,435218,2023-04-20,Shipped,,,17,0.283333333,Software Issue,174,41,OnTime,2
2023-04-17,P01,Pune,M018,CNC,Transmission,Night,1045,416955,1192,86,90,98,71.2,ORD4887,2023-04-13,596805,2023-04-20,Processing,,,13,0.216666667,Electrical Fault,104,45,Delayed,12
2023-04-17,P01,Pune,M019,Drill,Transmission,Morning,1023,407154,1098,86,92,99,75.82,,,,,,,,31,0.516666667,Material Shortage,159,23,,
2023-04-17,P01,Pune,M020,Lathe,Engine Parts,Morning,780,310440,842,91,95,97,78.22,,,,,,,,13,0.216666667,Material Shortage,176,33,,
2023-04-17,P01,Pune,M021,Press,Suspension,Night,1209,441285,1195,81,84,98,58.22,,,,,,,,16,0.266666667,Tool Change,180,32,,
2023-04-17,P01,Pune,M022,Grinder,Transmission,Morning,897,357903,910,94,85,97,67.74,ORD4888,2023-04-11,519260,2023-04-21,Produced,,,45,0.75,Software Issue,173,34,Delayed,12
2023-04-17,P01,Pune,M023,Press,Chassis,Night,1105,455260,1100,78,79,95,54.46,,,,,,,,30,0.5,Tool Change,147,30,,
2023-04-17,P01,Pune,M024,CNC,Suspension,Morning,854,299754,871,95,87,96,70.18,ORD4889,2023-04-16,589143,2023-04-26,Processing,,,59,0.983333333,Tool Change,101,25,Delayed,9
2023-04-17,P01,Pune,M025,Drill,Transmission,Night,715,263120,816,75,82,95,50.99,ORD4890,2023-04-13,203948,2023-04-19,Produced,,,38,0.633333333,Mechanical Failure,129,23,Delayed,8
2023-04-17,P02,Chennai,M001,Milling,Transmission,Morning,693,258489,802,86,87,98,71.13,ORD4891,2023-04-14,294278,2023-04-19,Shipped,,,36,0.6,Tool Change,182,41,OnTime,3
2023-04-17,P02,Chennai,M002,Welder,Suspension,Morning,1184,433344,1135,90,90,98,69.78,,,,,,,,40,0.666666667,Software Issue,165,16,,
2023-04-17,P02,Chennai,M003,Press,Exhaust,Night,932,363480,935,90,84,97,63.08,ORD4892,2023-04-12,241869,2023-04-21,Billed,2023-04-15,,58,0.966666667,Material Shortage,141,28,OnTime,5
2023-04-17,P02,Chennai,M004,Milling,Brakes,Morning,897,358800,999,97,97,98,81.98,,,,,,,,56,0.933333333,Tool Change,128,32,,
2023-04-17,P02,Chennai,M005,CNC,Exhaust,Night,929,347446,923,84,87,96,65.89,,,,,,,,25,0.416666667,Mechanical Failure,190,35,,
2023-04-17,P02,Chennai,M006,Press,Brakes,Morning,1002,370740,1090,93,89,98,75.02,,,,,,,,39,0.65,Material Shortage,198,22,,
2023-04-17,P02,Chennai,M007,Drill,Brakes,Night,1228,494884,1196,90,79,98,59.28,ORD4893,2023-04-14,322372,2023-04-20,Paid,2023-04-15,2023-04-19,53,0.883333333,Power Outage,141,20,OnTime,3
2023-04-17,P02,Chennai,M008,Lathe,Suspension,Night,928,373984,914,81,89,96,57.78,,,,,,,,57,0.95,Tool Change,133,16,,
2023-04-17,P02,Chennai,M009,Grinder,Brakes,Night,691,275018,813,86,87,96,63.74,ORD4894,2023-04-13,443579,2023-04-20,Processing,,,31,0.516666667,Quality Check,126,28,Delayed,10
2023-04-17,P02,Chennai,M010,Welder,Engine Parts,Morning,788,301016,819,91,96,98,71.35,ORD4895,2023-04-12,533784,2023-04-21,Paid,2023-04-16,2023-04-19,43,0.716666667,Operator Error,131,27,OnTime,5
2023-04-17,P02,Chennai,M011,Press,Brakes,Night,952,363664,970,81,89,95,60.1,ORD4896,2023-04-14,507360,2023-04-20,Billed,2023-04-14,,34,0.566666667,Calibration,122,16,OnTime,3
2023-04-17,P02,Chennai,M012,CNC,Chassis,Morning,856,354384,974,92,96,97,74.07,ORD4897,2023-04-15,421398,2023-04-25,Produced,,,37,0.616666667,Software Issue,163,34,Delayed,9
2023-04-17,P02,Chennai,M013,Grinder,Brakes,Morning,738,296676,860,95,88,96,72.3,,,,,,,,44,0.733333333,Quality Check,148,18,,
2023-04-17,P02,Chennai,M014,Drill,Exhaust,Night,802,322404,878,87,92,97,74.21,,,,,,,,35,0.583333333,Calibration,146,36,,
2023-04-17,P02,Chennai,M015,Lathe,Transmission,Night,1035,373635,1134,76,82,97,50.51,ORD4898,2023-04-13,370236,2023-04-18,Shipped,,,47,0.783333333,Power Outage,124,34,OnTime,4
2023-04-17,P02,Chennai,M016,Press,Engine Parts,Night,909,330876,983,76,81,96,51.93,,,,,,,,45,0.75,Electrical Fault,198,27,,
2023-04-17,P02,Chennai,M017,CNC,Exhaust,Morning,929,331653,1018,97,91,99,75.76,ORD4899,2023-04-16,429460,2023-04-23,Processing,,,20,0.333333333,Electrical Fault,173,29,Delayed,11
2023-04-17,P02,Chennai,M018,Milling,Chassis,Morning,966,388332,1040,87,93,98,68.7,,,,,,,,45,0.75,Software Issue,103,36,,
2023-04-17,P02,Chennai,M019,Milling,Suspension,Morning,979,403348,1013,92,89,96,63.43,,,,,,,,56,0.933333333,Quality Check,108,22,,
2023-04-17,P02,Chennai,M020,Drill,Suspension,Morning,1025,414100,1012,97,93,97,88.66,,,,,,,,17,0.283333333,Quality Check,156,27,,
2023-04-17,P02,Chennai,M021,Lathe,Transmission,Morning,834,314418,821,97,89,98,76.76,,,,,,,,60,1,Material Shortage,198,25,,
2023-04-17,P02,Chennai,M022,Press,Engine Parts,Morning,1108,431012,1149,91,86,98,63.9,ORD4900,2023-04-11,452952,2023-04-19,Paid,2023-04-15,2023-04-17,39,0.65,Operator Error,171,25,OnTime,6
2023-04-17,P02,Chennai,M023,Press,Engine Parts,Morning,906,321630,877,93,89,98,75.11,,,,,,,,23,0.383333333,Mechanical Failure,162,17,,
2023-04-17,P02,Chennai,M024,Grinder,Chassis,Night,828,312984,872,78,83,95,56.21,,,,,,,,23,0.383333333,Calibration,157,23,,
2023-04-17,P02,Chennai,M025,Drill,Engine Parts,Morning,970,405460,993,86,87,97,71.7,,,,,,,,19,0.316666667,Preventive Maintenance,180,25,,
2023-04-17,P03,Gurgaon,M001,Press,Chassis,Night,767,307567,835,75,87,96,59.63,ORD4901,2023-04-16,512763,2023-04-24,Paid,2023-04-15,2023-04-20,38,0.633333333,Software Issue,143,43,OnTime,1
2023-04-17,P03,Gurgaon,M002,Press,Exhaust,Morning,976,402112,1116,90,88,97,67.8,,,,,,,,41,0.683333333,Material Shortage,163,39,,
2023-04-17,P03,Gurgaon,M003,Welder,Transmission,Morning,886,355286,921,90,88,99,76.65,,,,,,,,21,0.35,Electrical Fault,155,20,,
2023-04-17,P03,Gurgaon,M004,Grinder,Brakes,Morning,988,368524,1127,86,86,97,65.3,ORD4902,2023-04-16,229330,2023-04-22,Processing,,,26,0.433333333,Mechanical Failure,190,43,Delayed,4
2023-04-17,P03,Gurgaon,M005,Welder,Exhaust,Night,902,322014,1015,75,83,95,52.53,ORD4903,2023-04-12,323261,2023-04-22,Billed,2023-04-15,,46,0.766666667,Quality Check,171,28,OnTime,5
2023-04-17,P03,Gurgaon,M006,Drill,Exhaust,Morning,905,367430,1040,98,96,97,76.2,,,,,,,,38,0.633333333,Power Outage,172,15,,
2023-04-17,P03,Gurgaon,M007,Press,Transmission,Morning,777,312354,863,87,88,98,66.34,,,,,,,,53,0.883333333,Software Issue,184,35,,
2023-04-17,P03,Gurgaon,M008,Milling,Suspension,Night,906,353340,949,90,91,97,63.67,,,,,,,,57,0.95,Mechanical Failure,199,21,,
2023-04-17,P03,Gurgaon,M009,Drill,Suspension,Night,1045,398145,1075,87,83,97,63.04,,,,,,,,55,0.916666667,Quality Check,144,19,,
2023-04-17,P03,Gurgaon,M010,Grinder,Brakes,Night,728,273728,813,77,91,97,58.28,,,,,,,,49,0.816666667,Calibration,183,27,,
2023-04-17,P03,Gurgaon,M011,Drill,Exhaust,Morning,1029,408513,1016,91,94,97,76.95,ORD4904,2023-04-14,566722,2023-04-19,Paid,2023-04-14,2023-04-19,49,0.816666667,Power Outage,162,16,OnTime,3
2023-04-17,P03,Gurgaon,M012,Press,Brakes,Night,812,300440,944,76,86,95,54.96,,,,,,,,17,0.283333333,Material Shortage,178,44,,
2023-04-17,P03,Gurgaon,M013,Lathe,Engine Parts,Night,1048,440160,1118,90,92,97,66.29,,,,,,,,54,0.9,Material Shortage,123,17,,
2023-04-17,P03,Gurgaon,M014,Grinder,Brakes,Morning,1075,377325,1116,95,95,96,71.43,ORD4905,2023-04-15,269498,2023-04-23,Produced,,,48,0.8,Material Shortage,135,42,Delayed,9
2023-04-17,P03,Gurgaon,M015,Lathe,Suspension,Night,968,360096,1104,85,88,98,66.07,,,,,,,,19,0.316666667,Electrical Fault,197,29,,
