Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE
09-03-2023,P02,Chennai,M003,Press,Brakes,Morning,957,383757,1076,88,93,98,79.17
09-03-2023,P02,Chennai,M004,Milling,Suspension,Morning,911,328871,1047,86,92,96,66.87
09-03-2023,P02,Chennai,M005,CNC,Exhaust,Morning,994,408534,1016,94,95,98,71.83
09-03-2023,P02,Chennai,M006,Press,Suspension,Morning,1085,415555,1143,93,87,97,64.81
09-03-2023,P02,Chennai,M007,Drill,Exhaust,Morning,724,280188,847,90,89,98,69.43
09-03-2023,P02,Chennai,M008,Lathe,Brakes,Morning,1045,437855,997,92,95,98,79.15
09-03-2023,P02,Chennai,M009,Grinder,Exhaust,Night,1174,423814,1182,90,79,98,64.43
09-03-2023,P02,Chennai,M010,Welder,Exhaust,Night,961,393049,1004,80,78,98,55.46
09-03-2023,P02,Chennai,M011,Press,Exhaust,Night,859,322125,944,78,84,96,56.54
09-03-2023,P02,Chennai,M012,CNC,Brakes,Night,1020,398820,1180,77,80,96,50.14
09-03-2023,P02,Chennai,M013,Grinder,Exhaust,Night,1081,411861,1133,89,81,97,62.97
09-03-2023,P02,Chennai,M014,Drill,Engine Parts,Morning,888,372072,898,86,93,96,68.11
09-03-2023,P02,Chennai,M015,Lathe,Exhaust,Night,882,347508,894,80,86,96,58.25
09-03-2023,P02,Chennai,M016,Press,Exhaust,Morning,806,326430,821,87,92,98,75.86
09-03-2023,P02,Chennai,M017,CNC,Brakes,Morning,1152,473472,1151,96,87,97,67.94
09-03-2023,P02,Chennai,M018,Milling,Brakes,Night,902,375232,1006,83,80,97,57.06
09-03-2023,P02,Chennai,M019,Milling,Exhaust,Morning,898,329566,1038,88,95,98,71.33
09-03-2023,P02,Chennai,M020,Drill,Engine Parts,Night,1089,396396,1055,88,86,95,65.39
09-03-2023,P02,Chennai,M021,Lathe,Transmission,Morning,1088,399296,1182,93,93,98,82.29
09-03-2023,P02,Chennai,M022,Press,Transmission,Night,1090,392400,1056,75,81,95,54.01
09-03-2023,P02,Chennai,M023,Press,Exhaust,Morning,1032,413832,1153,90,92,96,66.92
09-03-2023,P02,Chennai,M024,Grinder,Brakes,Morning,873,352692,987,92,92,99,80.01
09-03-2023,P02,Chennai,M025,Drill,Chassis,Night,862,312906,861,90,90,98,79.26
09-03-2023,P03,Gurgaon,M001,Press,Engine Parts,Morning,859,335010,902,91,92,98,72.84
09-03-2023,P03,Gurgaon,M002,Press,Suspension,Night,1066,404014,1132,87,83,97,67.38
09-03-2023,P03,Gurgaon,M003,Welder,Engine Parts,Morning,901,351390,1020,86,85,96,62.3
09-03-2023,P03,Gurgaon,M004,Grinder,Chassis,Morning,860,341420,860,91,88,99,69.2
09-03-2023,P03,Gurgaon,M005,Welder,Suspension,Morning,1164,473748,1130,97,93,98,80.36
09-03-2023,P03,Gurgaon,M006,Drill,Engine Parts,Night,1231,492400,1186,86,87,97,67.47
09-03-2023,P03,Gurgaon,M007,Press,Engine Parts,Night,1207,481593,1173,80,83,96,52.01
09-03-2023,P03,Gurgaon,M008,Milling,Brakes,Morning,1060,411280,1040,90,96,98,74.67
09-03-2023,P03,Gurgaon,M009,Drill,Transmission,Morning,997,377863,1001,95,95,98,89.6
09-03-2023,P03,Gurgaon,M010,Grinder,Suspension,Morning,959,371133,1055,85,96,98,79.27
09-03-2023,P03,Gurgaon,M011,Drill,Exhaust,Morning,816,306000,928,87,85,98,64.21
09-03-2023,P03,Gurgaon,M012,Press,Chassis,Morning,1045,420090,1144,96,87,98,80.39
09-03-2023,P03,Gurgaon,M013,Lathe,Exhaust,Morning,894,347766,880,89,87,99,72.94
09-03-2023,P03,Gurgaon,M014,Grinder,Suspension,Night,912,333792,885,76,84,97,53.62
09-03-2023,P03,Gurgaon,M015,Lathe,Chassis,Morning,970,407400,1015,96,88,97,76.51
09-03-2023,P03,Gurgaon,M016,Lathe,Engine Parts,Night,810,291600,936,87,91,97,62.61
09-03-2023,P03,Gurgaon,M017,Grinder,Transmission,Night,909,350874,911,85,82,96,60.75
09-03-2023,P03,Gurgaon,M018,Press,Transmission,Morning,1079,432679,1165,98,97,97,80.77
09-03-2023,P03,Gurgaon,M019,Grinder,Suspension,Morning,815,295030,956,97,90,98,72.14
09-03-2023,P03,Gurgaon,M020,Welder,Engine Parts,Morning,1102,430882,1073,93,90,96,73.76
09-03-2023,P03,Gurgaon,M021,Drill,Exhaust,Night,842,336800,819,87,83,98,68.58
09-03-2023,P03,Gurgaon,M022,Welder,Exhaust,Night,843,316968,906,87,79,98,65.19
09-03-2023,P03,Gurgaon,M023,Welder,Chassis,Night,809,320364,813,84,83,98,59.97
09-03-2023,P03,Gurgaon,M024,Drill,Exhaust,Night,1068,381276,1071,77,90,96,63.9
09-03-2023,P03,Gurgaon,M025,Press,Exhaust,Morning,770,290290,850,94,94,96,78.57
09-03-2023,P04,Bengaluru,M001,Press,Transmission,Morning,960,368640,1056,94,92,96,72.89
09-03-2023,P04,Bengaluru,M002,CNC,Engine Parts,Night,942,367380,910,81,90,98,67.03
09-03-2023,P04,Bengaluru,M003,Welder,Exhaust,Morning,1107,409590,1123,86,90,96,65.89
09-03-2023,P04,Bengaluru,M004,Press,Suspension,Morning,975,373425,1140,98,85,99,72.51
09-03-2023,P04,Bengaluru,M005,Welder,Suspension,Morning,928,350784,1038,96,86,98,76.2
09-03-2023,P04,Bengaluru,M006,CNC,Engine Parts,Morning,911,353468,1030,85,97,97,73.18
09-03-2023,P04,Bengaluru,M007,Drill,Engine Parts,Morning,772,282552,808,91,96,97,70.88
09-03-2023,P04,Bengaluru,M008,Lathe,Chassis,Night,976,397232,1015,77,78,98,53.59
09-03-2023,P04,Bengaluru,M009,Drill,Chassis,Night,884,369512,906,76,84,96,50.72
09-03-2023,P04,Bengaluru,M010,Welder,Chassis,Morning,796,287356,887,90,87,99,63.91
09-03-2023,P04,Bengaluru,M011,Milling,Exhaust,Morning,1092,435708,1092,85,91,99,64.28
09-03-2023,P04,Bengaluru,M012,Grinder,Suspension,Night,937,365430,1040,77,83,97,54.89
09-03-2023,P04,Bengaluru,M013,Grinder,Brakes,Night,984,384744,1050,78,82,97,54.46
09-03-2023,P04,Bengaluru,M014,CNC,Brakes,Morning,1216,504640,1181,96,90,96,77.9
09-03-2023,P04,Bengaluru,M015,Lathe,Chassis,Night,808,307848,851,75,81,97,52.65
09-03-2023,P04,Bengaluru,M016,Lathe,Brakes,Morning,930,356190,1048,88,88,98,68.33
09-03-2023,P04,Bengaluru,M017,Lathe,Chassis,Morning,730,281780,851,95,86,99,68.98
09-03-2023,P04,Bengaluru,M018,Milling,Engine Parts,Morning,934,379204,1092,91,93,99,70.63
09-03-2023,P04,Bengaluru,M019,Press,Engine Parts,Night,835,304775,818,90,79,98,63.4
09-03-2023,P04,Bengaluru,M020,CNC,Transmission,Morning,935,342210,987,87,85,99,68.5
09-03-2023,P04,Bengaluru,M021,Drill,Exhaust,Night,1029,383817,1128,87,78,97,63.23
09-03-2023,P04,Bengaluru,M022,Lathe,Brakes,Night,1188,432432,1157,78,88,95,53.91
09-03-2023,P04,Bengaluru,M023,Press,Transmission,Morning,1022,369964,1057,86,95,96,69.91
09-03-2023,P04,Bengaluru,M024,Press,Suspension,Morning,800,298400,832,91,94,99,76.96
09-03-2023,P04,Bengaluru,M025,Lathe,Exhaust,Morning,1077,440493,1154,87,86,96,58.86
09-03-2023,P05,Delhi,M001,Grinder,Chassis,Morning,1014,413712,1012,95,92,98,77.48
09-03-2023,P05,Delhi,M002,Drill,Exhaust,Morning,820,328820,909,95,89,96,67.58
09-03-2023,P05,Delhi,M003,Lathe,Transmission,Morning,859,333292,839,87,85,96,68.47
09-03-2023,P05,Delhi,M004,Drill,Suspension,Night,864,338688,838,76,79,95,56.83
09-03-2023,P05,Delhi,M005,Drill,Exhaust,Night,1035,367425,1194,84,80,98,66
09-03-2023,P05,Delhi,M006,Milling,Chassis,Morning,843,328770,811,94,87,96,72.46
09-03-2023,P05,Delhi,M007,Grinder,Brakes,Morning,1175,462950,1160,91,88,99,72.85
09-03-2023,P05,Delhi,M008,Grinder,Exhaust,Morning,1005,386925,1099,89,91,99,77.22
09-03-2023,P05,Delhi,M009,CNC,Brakes,Morning,880,358160,988,86,93,96,72.91
09-03-2023,P05,Delhi,M010,Grinder,Chassis,Night,1136,423728,1100,90,88,97,77.07
09-03-2023,P05,Delhi,M011,Milling,Chassis,Night,966,338100,1046,87,84,97,58.88
09-03-2023,P05,Delhi,M012,CNC,Engine Parts,Morning,835,339845,965,91,88,97,72.73
09-03-2023,P05,Delhi,M013,Milling,Transmission,Night,956,338424,999,87,84,97,60.21
09-03-2023,P05,Delhi,M014,Milling,Brakes,Night,978,366750,1150,81,89,95,65.4
09-03-2023,P05,Delhi,M015,Grinder,Exhaust,Morning,858,341484,922,98,85,99,73.63
09-03-2023,P05,Delhi,M016,CNC,Exhaust,Night,876,352152,856,85,81,98,59.85
09-03-2023,P05,Delhi,M017,Grinder,Chassis,Morning,883,309933,1039,89,96,97,78.05
09-03-2023,P05,Delhi,M018,Lathe,Exhaust,Morning,979,342650,1140,86,95,97,71.17
09-03-2023,P05,Delhi,M019,Press,Suspension,Morning,986,370736,965,94,85,99,77.22
09-03-2023,P05,Delhi,M020,Welder,Transmission,Night,1065,400440,1020,86,92,95,65.58
09-03-2023,P05,Delhi,M021,Welder,Engine Parts,Morning,875,333375,946,85,92,97,67.13
09-03-2023,P05,Delhi,M022,Milling,Chassis,Morning,735,276360,858,90,93,96,76.23
09-03-2023,P05,Delhi,M023,Grinder,Suspension,Night,1084,385904,1076,89,78,98,61.14
09-03-2023,P05,Delhi,M024,Press,Transmission,Morning,849,356580,914,92,94,99,74.74
09-03-2023,P05,Delhi,M025,Lathe,Exhaust,Morning,839,325532,838,95,85,99,72.58
10-03-2023,P01,Pune,M001,Milling,Suspension,Morning,919,329921,983,96,86,97,66.58
10-03-2023,P01,Pune,M002,Drill,Exhaust,Morning,742,267120,849,93,86,96,64.81
10-03-2023,P01,Pune,M003,Welder,Chassis,Night,911,365311,974,89,78,95,58.58
10-03-2023,P01,Pune,M004,Lathe,Chassis,Morning,1094,459480,1091,96,96,96,81.33
10-03-2023,P01,Pune,M005,Milling,Brakes,Morning,597,235218,995,94,89,97,59.56
10-03-2023,P01,Pune,M006,Welder,Engine Parts,Morning,953,363093,937,86,95,98,67.5
10-03-2023,P01,Pune,M007,Welder,Suspension,Morning,842,309856,819,92,88,99,79.58
10-03-2023,P01,Pune,M008,Press,Chassis,Morning,860,310460,885,93,91,96,76.37
10-03-2023,P01,Pune,M009,Welder,Transmission,Night,800,314400,847,90,91,98,73.12
10-03-2023,P01,Pune,M010,Press,Engine Parts,Morning,1114,466766,1093,95,89,97,76.25
10-03-2023,P01,Pune,M011,Welder,Engine Parts,Morning,1107,447228,1117,92,90,98,69.18
10-03-2023,P01,Pune,M012,Press,Engine Parts,Night,1020,409020,1108,82,89,96,67.28
10-03-2023,P01,Pune,M013,Milling,Brakes,Morning,811,283850,932,93,95,99,88.63
10-03-2023,P01,Pune,M014,Welder,Exhaust,Night,785,277890,899,80,78,95,50.05
10-03-2023,P01,Pune,M015,Welder,Suspension,Night,858,302016,907,89,82,98,69.44
10-03-2023,P01,Pune,M016,Press,Transmission,Night,1101,431592,1171,81,81,96,62.69
10-03-2023,P01,Pune,M017,CNC,Brakes,Morning,1108,417716,1096,89,90,98,68.48
10-03-2023,P01,Pune,M018,CNC,Engine Parts,Night,923,358124,1034,78,82,96,58.43
10-03-2023,P01,Pune,M019,Drill,Chassis,Morning,1127,454181,1153,85,95,99,77.75
10-03-2023,P01,Pune,M020,Lathe,Engine Parts,Morning,1020,426360,1008,86,86,98,60.32
10-03-2023,P01,Pune,M021,Press,Brakes,Morning,823,344837,957,86,92,99,73.67
10-03-2023,P01,Pune,M022,Grinder,Suspension,Morning,1080,430920,1116,90,96,99,84.92
10-03-2023,P01,Pune,M023,Press,Brakes,Morning,1055,385075,1151,97,89,99,77.38
10-03-2023,P01,Pune,M024,CNC,Brakes,Morning,1078,440902,1073,91,90,96,66.81
10-03-2023,P01,Pune,M025,Drill,Engine Parts,Night,782,286212,843,89,82,96,65.7
10-03-2023,P02,Chennai,M001,Milling,Transmission,Night,863,305502,853,76,78,95,51.19
10-03-2023,P02,Chennai,M002,Welder,Chassis,Morning,802,281502,875,94,86,98,63.73
10-03-2023,P02,Chennai,M003,Press,Suspension,Morning,1155,405405,1167,93,94,97,74.67
10-03-2023,P02,Chennai,M004,Milling,Engine Parts,Morning,875,308875,860,88,91,96,69.18
10-03-2023,P02,Chennai,M005,CNC,Brakes,Morning,886,318960,980,92,93,97,76.1
10-03-2023,P02,Chennai,M006,Press,Suspension,Morning,837,296298,954,92,96,98,76.55
10-03-2023,P02,Chennai,M007,Drill,Transmission,Night,988,366548,1119,86,90,95,72.51
10-03-2023,P02,Chennai,M008,Lathe,Brakes,Morning,1109,441382,1090,91,89,98,72.8
10-03-2023,P02,Chennai,M009,Grinder,Exhaust,Morning,930,382230,1038,91,95,96,75.58
10-03-2023,P02,Chennai,M010,Welder,Suspension,Night,899,358701,914,79,78,98,53.58
10-03-2023,P02,Chennai,M011,Press,Transmission,Morning,872,361880,835,98,87,99,80.2
10-03-2023,P02,Chennai,M012,CNC,Chassis,Night,1221,500610,1186,82,87,98,70.83
10-03-2023,P02,Chennai,M013,Grinder,Chassis,Morning,834,336102,942,85,92,99,75.35
10-03-2023,P02,Chennai,M014,Drill,Engine Parts,Night,964,373068,1052,77,81,97,56.18
10-03-2023,P02,Chennai,M015,Lathe,Suspension,Night,1209,431613,1167,78,79,96,60.34
10-03-2023,P02,Chennai,M016,Press,Exhaust,Night,1152,422784,1151,84,85,97,61.86
10-03-2023,P02,Chennai,M017,CNC,Suspension,Morning,1117,442332,1093,95,88,98,73.49
10-03-2023,P02,Chennai,M018,Milling,Brakes,Morning,863,329666,889,85,90,98,68
10-03-2023,P02,Chennai,M019,Milling,Suspension,Night,982,373160,945,83,82,95,60.39
10-03-2023,P02,Chennai,M020,Drill,Transmission,Morning,968,365904,936,92,92,96,71.37
10-03-2023,P02,Chennai,M021,Lathe,Exhaust,Night,931,379848,895,75,83,97,55.43
10-03-2023,P02,Chennai,M022,Press,Chassis,Night,873,309042,945,87,83,98,57.56
10-03-2023,P02,Chennai,M023,Press,Brakes,Morning,758,276670,808,93,91,99,83.91
10-03-2023,P02,Chennai,M024,Grinder,Suspension,Morning,1030,420240,1023,91,93,96,67.99
10-03-2023,P02,Chennai,M025,Drill,Chassis,Morning,1016,365760,1171,97,87,99,72.18
10-03-2023,P03,Gurgaon,M001,Press,Transmission,Morning,1138,416508,1091,92,93,98,76.73
10-03-2023,P03,Gurgaon,M002,Press,Chassis,Morning,1028,360828,1171,96,86,96,74.4
10-03-2023,P03,Gurgaon,M003,Welder,Brakes,Morning,1099,393442,1062,87,89,96,64.97
10-03-2023,P03,Gurgaon,M004,Grinder,Exhaust,Night,981,386514,1096,79,85,97,53.89
10-03-2023,P03,Gurgaon,M005,Welder,Transmission,Night,1001,358358,1035,79,82,98,61.16
10-03-2023,P03,Gurgaon,M006,Drill,Chassis,Morning,1035,414000,1151,88,90,96,70.07
10-03-2023,P03,Gurgaon,M007,Press,Transmission,Morning,1088,430848,1155,96,90,99,71.4
10-03-2023,P03,Gurgaon,M008,Milling,Chassis,Night,997,370884,1013,83,81,96,55.32
10-03-2023,P03,Gurgaon,M009,Drill,Suspension,Night,875,329000,906,86,88,96,68.5
10-03-2023,P03,Gurgaon,M010,Grinder,Brakes,Morning,706,283812,830,93,88,96,73.45
10-03-2023,P03,Gurgaon,M011,Drill,Brakes,Morning,765,270810,892,92,91,97,73.21
10-03-2023,P03,Gurgaon,M012,Press,Suspension,Night,899,341620,934,75,81,96,47.72
10-03-2023,P03,Gurgaon,M013,Lathe,Engine Parts,Night,1102,387904,1069,90,78,97,57.08
10-03-2023,P03,Gurgaon,M014,Grinder,Chassis,Morning,897,368667,881,93,85,96,61.03
10-03-2023,P03,Gurgaon,M015,Lathe,Brakes,Night,848,303584,821,89,79,95,57.41
10-03-2023,P03,Gurgaon,M016,Lathe,Transmission,Night,804,286224,818,87,86,96,63.38
10-03-2023,P03,Gurgaon,M017,Grinder,Exhaust,Morning,1166,429088,1193,97,89,97,72.64
10-03-2023,P03,Gurgaon,M018,Press,Exhaust,Night,1148,478716,1128,88,82,97,62.45
10-03-2023,P03,Gurgaon,M019,Grinder,Brakes,Morning,868,348068,886,87,96,97,69.07
10-03-2023,P03,Gurgaon,M020,Welder,Suspension,Night,896,324352,928,90,80,96,55.22
10-03-2023,P03,Gurgaon,M021,Drill,Exhaust,Morning,893,358986,1004,92,87,98,71.27
10-03-2023,P03,Gurgaon,M022,Welder,Exhaust,Night,1110,434010,1058,78,88,95,55.52
10-03-2023,P03,Gurgaon,M023,Welder,Suspension,Night,823,333315,840,87,86,97,62.29
10-03-2023,P03,Gurgaon,M024,Drill,Brakes,Morning,971,383545,1033,96,87,98,80.78
10-03-2023,P03,Gurgaon,M025,Press,Chassis,Night,1094,424472,1198,80,87,97,66.57
10-03-2023,P04,Bengaluru,M001,Press,Engine Parts,Night,893,363451,880,90,84,95,62.73
10-03-2023,P04,Bengaluru,M002,CNC,Exhaust,Morning,1160,444280,1197,85,88,98,59.99
10-03-2023,P04,Bengaluru,M003,Welder,Engine Parts,Morning,1138,426750,1106,85,93,98,70.58
10-03-2023,P04,Bengaluru,M004,Press,Brakes,Morning,912,347472,937,86,89,98,62.11
10-03-2023,P04,Bengaluru,M005,Welder,Chassis,Morning,1096,386888,1180,91,87,97,71.39
10-03-2023,P04,Bengaluru,M006,CNC,Brakes,Morning,994,357840,948,97,87,98,69.92
10-03-2023,P04,Bengaluru,M007,Drill,Chassis,Morning,1025,371050,1092,98,94,99,78.83
10-03-2023,P04,Bengaluru,M008,Lathe,Suspension,Morning,942,332526,1076,96,87,96,81.08
10-03-2023,P04,Bengaluru,M009,Drill,Exhaust,Night,991,412256,1021,81,92,96,71.42
10-03-2023,P04,Bengaluru,M010,Welder,Suspension,Morning,1184,432160,1139,96,87,96,71.18
10-03-2023,P04,Bengaluru,M011,Milling,Chassis,Night,902,337348,879,84,89,96,61.13
10-03-2023,P04,Bengaluru,M012,Grinder,Engine Parts,Morning,1041,385170,1178,89,94,99,69
10-03-2023,P04,Bengaluru,M013,Grinder,Chassis,Morning,1014,408642,1045,89,89,96,62.72
10-03-2023,P04,Bengaluru,M014,CNC,Chassis,Morning,802,282304,815,97,87,98,72.6
10-03-2023,P04,Bengaluru,M015,Lathe,Transmission,Morning,1058,435896,1083,90,86,96,71.74
10-03-2023,P04,Bengaluru,M016,Lathe,Engine Parts,Morning,1012,398728,985,88,86,99,61.88
10-03-2023,P04,Bengaluru,M017,Lathe,Transmission,Night,1181,448780,1162,79,80,96,52.03
10-03-2023,P04,Bengaluru,M018,Milling,Engine Parts,Night,831,304977,838,90,84,97,68.63
10-03-2023,P04,Bengaluru,M019,Press,Suspension,Morning,980,410620,982,98,97,98,93.39
10-03-2023,P04,Bengaluru,M020,CNC,Suspension,Morning,963,364977,1013,95,93,97,83.14
10-03-2023,P04,Bengaluru,M021,Drill,Engine Parts,Morning,797,324379,820,88,92,99,70.32
10-03-2023,P04,Bengaluru,M022,Lathe,Transmission,Night,1059,375945,1041,82,92,96,64.12
10-03-2023,P04,Bengaluru,M023,Press,Engine Parts,Morning,1137,433197,1174,87,90,98,65.19
10-03-2023,P04,Bengaluru,M024,Press,Exhaust,Night,1121,428222,1110,79,88,96,58.51
10-03-2023,P04,Bengaluru,M025,Lathe,Transmission,Night,877,341153,848,79,80,97,50.49
10-03-2023,P05,Delhi,M001,Grinder,Transmission,Night,1082,394930,1089,77,88,96,64.08
10-03-2023,P05,Delhi,M002,Drill,Exhaust,Night,953,370717,1087,79,88,98,65
10-03-2023,P05,Delhi,M003,Lathe,Chassis,Night,901,375717,948,87,87,97,69.6
10-03-2023,P05,Delhi,M004,Drill,Exhaust,Morning,1148,439684,1184,90,85,98,64.48
10-03-2023,P05,Delhi,M005,Drill,Chassis,Morning,1024,421888,1199,86,92,96,73.66
10-03-2023,P05,Delhi,M006,Milling,Exhaust,Night,996,407364,1034,90,89,96,75.38
10-03-2023,P05,Delhi,M007,Grinder,Transmission,Morning,1037,371246,1032,92,88,97,71.41
10-03-2023,P05,Delhi,M008,Grinder,Exhaust,Morning,1232,492800,1187,89,91,98,76.23
10-03-2023,P05,Delhi,M009,CNC,Transmission,Night,937,328887,1001,76,88,97,60.15
10-03-2023,P05,Delhi,M010,Grinder,Exhaust,Night,782,318274,805,90,88,96,68.6
10-03-2023,P05,Delhi,M011,Milling,Chassis,Morning,1133,470195,1157,92,89,98,68.03
10-03-2023,P05,Delhi,M012,CNC,Brakes,Morning,1192,495872,1187,90,86,99,62.29
10-03-2023,P05,Delhi,M013,Milling,Transmission,Night,800,329600,882,80,87,98,61.89
10-03-2023,P05,Delhi,M014,Milling,Transmission,Morning,1105,425425,1064,97,93,97,77.86
10-03-2023,P05,Delhi,M015,Grinder,Transmission,Night,753,315507,824,81,91,96,62.45
10-03-2023,P05,Delhi,M016,CNC,Brakes,Morning,921,333402,961,87,94,97,69.6
10-03-2023,P05,Delhi,M017,Grinder,Engine Parts,Night,1144,429000,1097,79,83,98,54.96
10-03-2023,P05,Delhi,M018,Lathe,Engine Parts,Night,961,357492,1086,90,82,96,71.15
10-03-2023,P05,Delhi,M019,Press,Exhaust,Night,1047,439740,1062,78,89,95,63.43
10-03-2023,P05,Delhi,M020,Welder,Engine Parts,Morning,860,315620,969,91,86,98,67.75
10-03-2023,P05,Delhi,M021,Welder,Engine Parts,Morning,910,328510,1000,96,87,99,73.25
10-03-2023,P05,Delhi,M022,Milling,Suspension,Morning,1053,440154,1158,90,89,97,66.43
10-03-2023,P05,Delhi,M023,Grinder,Chassis,Morning,832,295360,971,89,88,97,63.17
10-03-2023,P05,Delhi,M024,Press,Transmission,Morning,949,332150,922,91,94,99,80.48
10-03-2023,P05,Delhi,M025,Lathe,Engine Parts,Night,877,346415,848,81,92,97,62.7
11-03-2023,P01,Pune,M001,Milling,Exhaust,Night,795,318000,932,84,80,97,57.82
11-03-2023,P01,Pune,M002,Drill,Exhaust,Morning,989,354062,996,93,92,97,73.16
11-03-2023,P01,Pune,M003,Welder,Transmission,Morning,1131,409422,1137,88,87,97,64.73
11-03-2023,P01,Pune,M004,Lathe,Engine Parts,Morning,833,305711,935,85,92,99,66.79
11-03-2023,P01,Pune,M005,Milling,Suspension,Morning,687,287166,1146,90,94,98,60.89
11-03-2023,P01,Pune,M006,Welder,Exhaust,Morning,749,272636,873,90,95,99,78.82
11-03-2023,P01,Pune,M007,Welder,Engine Parts,Night,977,342927,1037,80,81,95,57.73
11-03-2023,P01,Pune,M008,Press,Suspension,Night,1017,394596,1040,83,91,97,71.64
11-03-2023,P01,Pune,M009,Welder,Exhaust,Morning,807,296976,801,98,88,97,74.2
11-03-2023,P01,Pune,M010,Press,Engine Parts,Night,854,341600,843,82,83,98,67.88
11-03-2023,P01,Pune,M011,Welder,Chassis,Night,920,377200,1037,90,80,98,64.74
11-03-2023,P01,Pune,M012,Press,Brakes,Night,842,351956,813,87,90,96,70.1
11-03-2023,P01,Pune,M013,Milling,Chassis,Morning,1002,417834,1070,97,97,97,77.38
11-03-2023,P01,Pune,M014,Welder,Transmission,Morning,719,292633,813,85,94,98,64.92
11-03-2023,P01,Pune,M015,Welder,Chassis,Morning,854,350994,934,92,92,97,76.74
11-03-2023,P01,Pune,M016,Press,Transmission,Morning,817,300656,886,98,94,97,81.39
11-03-2023,P01,Pune,M017,CNC,Transmission,Night,1037,422059,1119,87,79,98,61.22
11-03-2023,P01,Pune,M018,CNC,Suspension,Morning,747,274896,853,85,97,96,75.71
11-03-2023,P01,Pune,M019,Drill,Chassis,Morning,1202,424306,1190,97,92,98,81.07
11-03-2023,P01,Pune,M020,Lathe,Exhaust,Night,897,352521,1003,88,78,96,57.63
11-03-2023,P01,Pune,M021,Press,Suspension,Morning,754,288782,880,98,94,97,76.48
11-03-2023,P01,Pune,M022,Grinder,Suspension,Morning,923,343356,1046,94,97,99,78.81
11-03-2023,P01,Pune,M023,Press,Transmission,Morning,862,329284,999,98,94,97,83.13
11-03-2023,P01,Pune,M024,CNC,Exhaust,Morning,1047,421941,1152,92,96,97,80.32
11-03-2023,P01,Pune,M025,Drill,Suspension,Morning,1079,425126,1113,96,96,98,78.51
11-03-2023,P02,Chennai,M001,Milling,Suspension,Morning,1075,405275,1174,96,97,98,76.28
11-03-2023,P02,Chennai,M002,Welder,Transmission,Night,840,348600,903,77,86,95,58.95
11-03-2023,P02,Chennai,M003,Press,Brakes,Morning,1223,500207,1188,91,97,96,77.19
11-03-2023,P02,Chennai,M004,Milling,Brakes,Night,871,317915,1007,84,83,96,63.65
11-03-2023,P02,Chennai,M005,CNC,Chassis,Night,1090,382590,1162,81,86,98,62.24
11-03-2023,P02,Chennai,M006,Press,Brakes,Morning,934,367062,1075,93,96,98,73.97
11-03-2023,P02,Chennai,M007,Drill,Suspension,Morning,908,325972,965,97,87,97,70.12
11-03-2023,P02,Chennai,M008,Lathe,Chassis,Morning,847,352352,887,86,89,97,64.15
11-03-2023,P02,Chennai,M009,Grinder,Suspension,Morning,956,353720,1023,98,86,98,73.65
11-03-2023,P02,Chennai,M010,Welder,Transmission,Night,799,286841,935,88,82,95,58.32
11-03-2023,P02,Chennai,M011,Press,Suspension,Morning,1052,402916,1148,94,94,99,83.67
11-03-2023,P02,Chennai,M012,CNC,Engine Parts,Night,1070,423720,1026,86,83,95,58.51
11-03-2023,P02,Chennai,M013,Grinder,Transmission,Night,780,308100,892,81,79,96,50.74
11-03-2023,P02,Chennai,M014,Drill,Transmission,Morning,840,313320,873,87,91,97,70.79
11-03-2023,P02,Chennai,M015,Lathe,Engine Parts,Night,924,341880,915,86,87,96,70.91
11-03-2023,P02,Chennai,M016,Press,Chassis,Morning,907,339218,873,97,94,96,84.14
11-03-2023,P02,Chennai,M017,CNC,Brakes,Night,839,339795,834,77,79,95,56.31
11-03-2023,P02,Chennai,M018,Milling,Transmission,Morning,990,349470,979,86,89,97,71.78
11-03-2023,P02,Chennai,M019,Milling,Engine Parts,Morning,1107,460512,1098,89,95,99,74.13
11-03-2023,P02,Chennai,M020,Drill,Transmission,Morning,1072,423440,1112,93,89,96,68.39
11-03-2023,P02,Chennai,M021,Lathe,Chassis,Morning,805,281750,884,96,91,98,72.8
11-03-2023,P02,Chennai,M022,Press,Transmission,Morning,941,336878,1029,94,92,99,79.3
11-03-2023,P02,Chennai,M023,Press,Transmission,Night,822,292632,831,75,89,97,58.51
11-03-2023,P02,Chennai,M024,Grinder,Transmission,Morning,960,336960,1057,94,86,97,74.6
11-03-2023,P02,Chennai,M025,Drill,Engine Parts,Night,1010,423190,1109,78,87,98,62.78
11-03-2023,P03,Gurgaon,M001,Press,Chassis,Morning,799,306816,873,89,85,98,59.13
11-03-2023,P03,Gurgaon,M002,Press,Brakes,Morning,1020,388620,1088,86,86,96,56.64
11-03-2023,P03,Gurgaon,M003,Welder,Chassis,Morning,981,373761,1102,93,87,99,71.74
11-03-2023,P03,Gurgaon,M004,Grinder,Chassis,Morning,805,318780,846,91,95,99,75.22
11-03-2023,P03,Gurgaon,M005,Welder,Suspension,Morning,1041,432015,1058,85,89,98,71.13
11-03-2023,P03,Gurgaon,M006,Drill,Engine Parts,Night,928,358208,1001,84,92,96,75.74
11-03-2023,P03,Gurgaon,M007,Press,Engine Parts,Morning,1009,398555,1154,85,88,99,67.23
